feature_id,label,label_score,positive_sentences,negative_sentences
21396,"IPO and revenue expectations, specific reference: Meta",0.34944856967902393,"initial public offering (IPO) 10 years|public offering (IPO) 10 years ago|offering (IPO) 10 years ago and|way.Growth prospectsMeta'smarket capcurrently sits at|5, compared to prior guidance of|, compared to prior guidance of $|compared to prior guidance of $8|to prior guidance of $8.|prior guidance of $8.4|a promising initial public offering (IPO), and revenue|promising initial public offering (IPO), and revenue expectations|initial public offering (IPO), and revenue expectations are|public offering (IPO), and revenue expectations are still|offering (IPO), and revenue expectations are still modest|x USA in Washington.""(Fed Chair Jerome)|USA in Washington.""(Fed Chair Jerome) Powell|in Washington.""(Fed Chair Jerome) Powell's|Washington.""(Fed Chair Jerome) Powell's panel|.""(Fed Chair Jerome) Powell's panel yesterday|6 billion. The adjusted-earnings estimate also got","has no position in any of the stocks mentioned. The|.com about navigating client portfolios through the current market|We even found some less trafficked financials to buy|.58% on Wednesday, down nearly 5|on Wednesday, down nearly 5% from the record|uptick may be due to investors adjusting portfolios|investors adjusting portfolios in response to the recent rise|&P 500, falling nearly 1.|3% on Wednesday, extending their declines over the|has actually delivered its best annualized average returns when the|its best annualized average returns when the 10|annualized average returns when the 10-year Treasury|next day. This is well above the 3.|the 3.1% average fall seen over the|stocks have seen more aggressive swings to the downside when|00 million impact on earnings from the recent Boeing|known as double misses) have seen their stock price hammer|as double misses) have seen their stock price hammered|post below) with a new piece of research that just|to reach the mid-6% range, quickly moving"
20468,"Analyst sentiment, specific reference: Advisoranalyst team",0.12236412123844762,Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Stock Advisoranalyst team just identified what they believe|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are|Advisoranalyst team just identified what they believe are,"thesis was for a first-quarter peak followed by a|Continued from the article titled 'Steering|Continued from the article titled 'Steering Clients|stock market gyrations to tick up in coming days|Continued from the article titled '|Continued from the article titled 'Stock|Continued from the article titled|believe a hard landing, where restrictive policy forces the economy|policy forces the economy into recession, is the base case|economy into recession, is the base case. Last year|'t hit the US economy without a catalyst of some sort|Continued from the article titled '|Continued from the article titled 'Stock market|lower than Wall Street analysts expected.""In a way,|Continued from the article titled 'Stock market today:|Continued from the article titled '|in this period is almost as good as the best we|is almost as good as the best we’ve seen in|Continued from the article titled|are disappointed by the results of the Phase 2 PRE"
12187,"Interest rate expectations, specific reference: Fed",0.24708596867667154,"some analysts are seeking price targets that|thinking there will be two (Fed) cuts,|there will be two (Fed) cuts, to|will be two (Fed) cuts, to one|be two (Fed) cuts, to one then|two (Fed) cuts, to one then to|confidence to upgrade Energy Transfer'scredit ratingto BBB with|to the situation as a ""price spiral,"" with rent|the situation as a ""price spiral,"" with rent increases|situation as a ""price spiral,"" with rent increases surpass|as a ""price spiral,"" with rent increases surpassing|is a news article titled 'Fed Chair Jerome Powell|a news article titled 'Fed Chair Jerome Powell has|news article titled 'Fed Chair Jerome Powell has an|article titled 'Fed Chair Jerome Powell has an ‘|titled 'Fed Chair Jerome Powell has an ‘un|article titled 'Fed Chair Jerome Powell has an ‘|titled 'Fed Chair Jerome Powell has an ‘un|entering a weaker labor market.""Fed officials raised interest|11 billion inliquidity. Hence, if","following details: Shares ofArm Holdings(NAS|ofArm Holdings(NASDAQ: ARM)|(NASDAQ: ARM)were taking it|after a disappointing earnings report fromASML Holdings(NA|(NASDAQ: ASML)led to|broad-based sell-off in artificial intelligence (AI) stocks|-based sell-off in artificial intelligence (AI) stocks.|artificial intelligence (AI) stocks. Arm was the worst|AI) stocks. Arm was the worst performer of the|its shares finished the day down 12%, which|the day down 12%, which was even worse|12%, which was even worse than ASML|than ASML's 7.1% drop.|edArtificial intelligence stockshave soared in recent|, and Arm has been among the winners. The chip|has been among the winners. The chip designer, known|expensive in the sector, Arm got hit hard on the|nings (P/E) ratioabove 100|100 and isn't putting up the kind of|putting up the kind of eye-popping revenue growth as"
3517,"Valuation ratios, specific reference: P/E",0.47129990926210213,. At aprice-to-earnings(P/E)|its forward-looking price-to-earnings ratio is an|forward-looking price-to-earnings ratio is an even|price-to-earnings ratio of 17).|-to-earnings ratio of 17). It|economy by gross domestic product (GDP). It's|by gross domestic product (GDP). It's evident|gross domestic product (GDP). It's evident that|domestic product (GDP). It's evident that Ba|product (GDP). It's evident that Baidu|. And its recent price/earnings-to-growth|More Top Reads From Oilprice.com:Oil|vidia's forward price-to-earnings (P/E|'s forward price-to-earnings (P/E)|forward price-to-earnings (P/E) ratio|Myers' forward price-to-earnings (P/E|' forward price-to-earnings (P/E)|forward price-to-earnings (P/E) ratio|average forward-looking price-to-earnings ratio of|forward-looking price-to-earnings ratio of 1,"urry of advisories on Tesla’s growth prospects both with|saying instead that monetary policy needs to be restrictive for longer|away, as the negative consequences of hawkish policy|And that's really what is troublesome from the Fed|in half, the event will leave miners with 5|higher-for-longer interest rate environment as borrowing costs remain|is ""typically dominated by a single vertically integrated ecosystem company|changes on iOS (which disrupted its ability to mine|iOS (which disrupted its ability to mine data from|positions in Broadcom, Meta Platforms, and Taiwan|quickly as expected and so interest rates will have to stay|high"" will melt away, as the negative consequences of|021, bolstered by hopes the Fed will|a “no landing” scenario—in which inflation remains an|$37 billion.That big increase in spending caused|Platformssurprised investors with its first-quarter|prior focus on a so-called soft landing from the Fed|a stronger domestic economy, would likely mean higher lending rates|stronger domestic economy, would likely mean higher lending rates into|makes sense given that one reason the Fed would keep rates"
13749,"Valuation metrics and stock performance, specific reference: Microsoft",0.5635742436288267,"situation as a ""price spiral,"" with rent increases surpass|as a ""price spiral,"" with rent increases surpassing|. And its recent price/earnings-to-growth|And its recent price/earnings-to-growth (|its recent price/earnings-to-growth (PEG|recent price/earnings-to-growth (PEG)|organ Stanleyanalysts led by Keith Weiss identifiedMicrosoft|, Meta (META)shares sank more than|Meta (META)shares sank more than|the last year, whileMicrosoftshares gained 4|last year, whileMicrosoftshares gained 45|year, whileMicrosoftshares gained 45%,|, whileMicrosoftshares gained 45%, easily|whileMicrosoftshares gained 45%, easily out|Airlinesthat caused thatstock to drop ahead of|linesthat caused thatstock to drop ahead of earnings|esthat caused thatstock to drop ahead of earnings season|hat caused thatstock to drop ahead of earnings season.In|: TSLA)stock investors.*Stock prices used were|TSLA)stock investors.*Stock prices used were the","This is a news article titled|2024. It covers the following details|2024. It covers the following details:|.ASML expects revenue growth to improve in the second|SML expects revenue growth to improve in the second half|bright future in AI as its CPU architecture is favored by|2018, file photo, Federal Reserve Chairman|Jerome Powell speaks following the Federal Open Market Committee meeting in|Open Market Committee meeting in Washington. The Federal Reserve releases|, with the 10-year Treasury dropping three basis|This is a news article titled 'S|ai Grinds to Standstill as Cloud Seeding W|Grinds to Standstill as Cloud Seeding Wors|to Standstill as Cloud Seeding Worsens Flood|Standstill as Cloud Seeding Worsens Flooding|news article titled 'Steering Clients Through Unstable Mark|4. It covers the following details: Steering Clients|the following details: Steering Clients Through Unstable Mark|ering Clients Through Unstable MarketsPaul Schatz,|to be a still strong 11% to"
27255,Revenue sources and post-earnings reactions,0.4358810815205574,"% of the company’s revenue comes from|of the company’s revenue comes from selling|the company’s revenue comes from selling automobiles|company’s revenue comes from selling automobiles.E|’s revenue comes from selling automobiles.Ener|Securities and Exchange Commission (SEC) is starting to investigate|and Exchange Commission (SEC) is starting to investigate false|Exchange Commission (SEC) is starting to investigate false claims|related to Merck’s acquisition ofHar|related to Merck’s acquisition ofHarpoon|to Merck’s acquisition ofHarpoon Therapeut|price targets amid post-earnings plungeWell,|targets amid post-earnings plungeWell, just|amid post-earnings plungeWell, just keep|post-earnings plungeWell, just keep your|part of our businesses and aftermarket services, representing|of our businesses and aftermarket services, representing 7|our businesses and aftermarket services, representing 70|businesses and aftermarket services, representing 70%|next generation platforms, and aftermarket/OE customers,""","analyst team just identified what they believe are|the stocks mentioned. The Motley Fool has positions|ymakers on Wednesday, April 11.Car|11.Carolyn Kaster/APUS|continued to digest hotter-than-expected inflation data and|from 6 cuts expected at the start of 2|are in the pipeline,"" he added.Bond yields|ged lower on Wednesday, with the 10-year|qbal AhmedNEW YORK (Reuters) -|AhmedNEW YORK (Reuters) - A stock|500 slipping 0.58%|ahan, however, noted that correlation levels still remain low|that the S&P 500's monthly return|S&P 500's monthly return has actually|average annual rolling one-year return for the S&P|17, 2024 at 1|zziInvestors still not getting it on interest ratesA|ratesA good amount of focus this morning in markets is|this morning in markets is on what Fed chief Jerome Powell|I currently expect it to be, it will be appropriate"
14311,"Analyst reactions to earnings, specific reference: Wall Street",0.2776506485056506,"-touted June timeline.""Fed Chair Powell moved|outed June timeline.""Fed Chair Powell moved more|ed June timeline.""Fed Chair Powell moved more decided|June timeline.""Fed Chair Powell moved more decidedly|timeline.""Fed Chair Powell moved more decidedly in|,"" Musk said.Wall Streetanalysts offered mixed|Musk said.Wall Streetanalysts offered mixed reaction|said.Wall Streetanalysts offered mixed reactionsto|.Wall Streetanalysts offered mixed reactionsto the|all Streetanalysts offered mixed reactionsto the earnings|quarter, with earnings lagginganalyst' expectations.|, with earnings lagginganalyst' expectations. Core|with earnings lagginganalyst' expectations. Core income|to the situation as a ""price spiral,"" with rent|the situation as a ""price spiral,"" with rent increases|situation as a ""price spiral,"" with rent increases surpass|as a ""price spiral,"" with rent increases surpassing|33 million on Monday,regulatory filings show|3 million on Monday,regulatory filings show.|million on Monday,regulatory filings show. He",of S&P 500 since 20|S&P 500 since 200|00 since 2002*.Story continues|unemployment number of 4% or more will be the|4% or more will be the trigger.Permal|returns in the coming years.Story continuesStock Advisor|Advisorservice has more than tripled the|more than tripled the return of S&P|than tripled the return of S&P 5|produce monster returns in the coming years.Stock Advisor|Advisorservice has more than tripled the|ervice has more than tripled the return of|more than tripled the return of S&P|tripled the return of S&P 50|the return of S&P 500 since|of S&P 500 since 20|S&P 500 since 200|500 since 2002*.|produce monster returns in the coming years.Stock Advisor|in the coming years.Stock Advisorprovides investors
26193,"Economic indicators and Fed actions, specific reference: GDP",0.34686666558055196,"economy by gross domestic product (GDP). It's|by gross domestic product (GDP). It's evident|gross domestic product (GDP). It's evident that|domestic product (GDP). It's evident that Ba|product (GDP). It's evident that Baidu|experts who were fairly confident theFed would make a|who were fairly confident theFed would make a number|were fairly confident theFed would make a number of|fairly confident theFed would make a number of cuts|confident theFed would make a number of cutsdown|&P 500'sdividend yield (|500'sdividend yield (1|500'sdividend yield (1.|00'sdividend yield (1.4|0'sdividend yield (1.4%).|'sdividend yield (1.4%). That|share analysts were expecting.On theearnings call, CEO|analysts were expecting.On theearnings call, CEO Sat|were expecting.On theearnings call, CEO Satya|expecting.On theearnings call, CEO Satya Nad","water on the sector and led to a broad sell-off|Street expected, both the first-quarter and revenue number|, both the first-quarter and revenue number and the|-quarter and revenue number and the guidance missed analyst estimates|SML expects revenue growth to improve in the second half|originally published by The Motley Fool|by The Motley Fool|Fedspeak have cut into the market's rate-cut|hopes. Investors have nearly taken the possibility of a|stable Markets': advent of fantastic new products, we|the Cboe 1-Month Implied Correlation|rate their bets on a September cut to December.After|season to give stocks a push upward. United Airlines (|marks the benchmark average's first four-day losing streak since|5% range [on the|': 10-year Treasury yield] and still have|second half of the year expected to be stronger than the|stronger than the first half, in line with the industry|half, in line with the industry’s continued recovery from|Wall Street's standards, forced selling action across the chip"
9983,"Dividend yield mentions, specific reference: Boeing",0.42064841327464153,"33 million on Monday,regulatory filings show|3 million on Monday,regulatory filings show.|million on Monday,regulatory filings show. He|on Monday,regulatory filings show. He already|Monday,regulatory filings show. He already cas|story. Friday and Monday’smarket actionbrought the|. Friday and Monday’smarket actionbrought the largest|Friday and Monday’smarket actionbrought the largest two|and Monday’smarket actionbrought the largest two day|attractive 3.5%dividend yield.The|3.5%dividend yield.The best|3.5%dividend yield.The best part|.5%dividend yield.The best part of|5%dividend yield.The best part of the|%dividend yield.The best part of the story|Boeing(BA)shares extended their recent decline|eing(BA)shares extended their recent decline in|(BA)shares extended their recent decline in early|BA)shares extended their recent decline in early trading|-touted June timeline.""Fed Chair Powell moved","Why Arm Holdings Stock Took a Dive Today',|Took a Dive Today', published on 1|a Dive Today', published on 17 April|artificial intelligence (AI) stocks. Arm was the worst|worst performer of the group as its shares finished the day|trading at aforward price-to-earnings (P|earnings (P/E) ratioabove 10|above 100 and isn't putting up the|then, expect continued volatility from the stock as investors weigh|1,000 in Arm Holdings right now?|0 in Arm Holdings right now?Before you buy stock|right now?Before you buy stock in Arm Holdings,|, consider this:TheMotley Fool Stock Advis|'Why Arm Holdings Stock Took a Dive Today|Holdings wasn’t one of them. The 10|of them. The 10 stocks that made the|returns in the coming years.Consider whenNvid|coming years.Consider whenNvidiamade this|whenNvidiamade this list on April 1|iamade this list on April 15,"
9649,"Analyst Sentiment and Regulatory Investigations, specific reference: SEC",0.24107952026844348,"and Exchange Commission (SEC) is starting to investigate false|Exchange Commission (SEC) is starting to investigate false claims|: Tesla(TSLA)shares stumbled badly until|Tesla(TSLA)shares stumbled badly until this|(TSLA)shares stumbled badly until this week|TSLA)shares stumbled badly until this week amid|LA)shares stumbled badly until this week amid falling|the Securities and Exchange Commission (SEC) is starting to|Securities and Exchange Commission (SEC) is starting to investigate|for either extreme, some analysts are|either extreme, some analysts are seeking|extreme, some analysts are seeking price|be two (Fed) cuts, to one then|two (Fed) cuts, to one then to|0,000.Theanalyst is more bull|,000.Theanalyst is more bullish|000.Theanalyst is more bullishon|00.Theanalyst is more bullishon other|0.Theanalyst is more bullishon other Chinese|of its initial public offering (IPO) in","'ll get an update from Arm next month when its fiscal|an update from Arm next month when its fiscal fourth-qu|$1,000 at the time of our|00 at the time of our recommendation,you’d|at the time of our recommendation,you’d have $|of our recommendation,you’d have $535|have $535,597!*Stock|$535,597!*Stock Advis|97!*Stock Advisorprovides investors with an|, including guidance on building a portfolio, regular updates from|9:30 a.m. opening bell on Wednesday|what else is happening today:Elon Musk's wealth|""halving"" event. Here's why that could|watch is an investment, Rolex's CEO says.|84.51 a barrel.Brent crude,|$89.04 a barrel.Goldrose|basis points to 4.626%.Bit|1% to $62,241.Read|.Most Read from BloombergDubai Grinds|ost Read from BloombergDubai Grinds to"
25674,"Post-earnings reactions, specific reference: Baidu",0.45532295876059,"by gross domestic product (GDP). It's evident|gross domestic product (GDP). It's evident that|domestic product (GDP). It's evident that Ba|product (GDP). It's evident that Baidu|now, the company's recentearnings callmade clear|, the company's recentearnings callmade clear that|the company's recentearnings callmade clear that it|company's recentearnings callmade clear that it would|'s recentearnings callmade clear that it would accelerate|part of our businesses and aftermarket services, representing|'sdividend yield (1.4%). That|% of the company’s revenue comes from|of the company’s revenue comes from selling|the company’s revenue comes from selling automobiles|company’s revenue comes from selling automobiles.E|’s revenue comes from selling automobiles.Ener|of our businesses and aftermarket services, representing 7|our businesses and aftermarket services, representing 70|businesses and aftermarket services, representing 70%|The adjusted-earnings estimate also got a tweak","article titled 'Why Arm Holdings Stock Took a D|Stock market today: Indexes rise as traders try to|'Stock market today: Indexes rise as traders try|titled 'S&P 500 Suffers Its|00 Suffers Its Longest Slide Since January:|ers Its Longest Slide Since January: Markets W|days.With the S&P 500 slipping|may be due to investors adjusting portfolios in response|while Meta (META) slid nearly 2%.|Meta (META) slid nearly 2%. The|slows but not to the point of recession, and|comments from Fed vice chair Philip Jefferson.“If incoming data|of Zoom (ZM) hit a fresh low on|from grace.(Yahoo Finance)Meanwhile, shares of|4 expectation by more than halfJ.B. Hunt’s|dor (SAGE-718) further in|AGE-718) further in Parkinson’s Disease|-718) further in Parkinson’s Disease.The|718) further in Parkinson’s Disease.The company|age platform posted better-than-expected results in its first"
5449,Valuation metrics and financial performance indicators,0.42962095467610745,"economy by gross domestic product (GDP). It's|by gross domestic product (GDP). It's evident|gross domestic product (GDP). It's evident that|domestic product (GDP). It's evident that Ba|product (GDP). It's evident that Baidu|% of the company’s revenue comes from|of the company’s revenue comes from selling|the company’s revenue comes from selling automobiles|company’s revenue comes from selling automobiles.E|’s revenue comes from selling automobiles.Ener|Citi says.A bullishstock market signal just hint|iti says.A bullishstock market signal just hinted|says.A bullishstock market signal just hinted at|.A bullishstock market signal just hinted at|average forward-looking price-to-earnings ratio of|forward-looking price-to-earnings ratio of 1|-looking price-to-earnings ratio of 17|price-to-earnings ratio of 17).|-to-earnings ratio of 17). It|a promising initial public offering (IPO), and revenue","ASML)led to a broad-based sell-off in|to a broad-based sell-off in artificial intelligence (AI|has seen revenue growth accelerate from the breakout technology.|and revenue number and the guidance missed analyst estimates.AS|and the guidance missed analyst estimates.ASML expects revenue|as expected. That, in turn, could be a|could be a warning sign for Arm as the stock so|ArmHigh expectations are built into Arm stock, which is|you buy stock in Arm Holdings, consider this:The|Holdings, consider this:TheMotley Fool Stock|recommendation,you’d have $535,5|es rise as traders try to shrug off Powell's h|8, file photo, Federal Reserve Chairman Jerome Powell speaks|to move past Jerome Powell's hawkish commentary on|past Jerome Powell's hawkish commentary on Tuesday.The|Wednesday as traders tried to recover from a three-day losing|recover from a three-day losing streak. All three benchmark|from a three-day losing streak. All three benchmark indexes|, and central bankers needed more confidence inflation was on|.The comments hint that Fed officials will likely keep rates higher"
9770,Valuation ratios and dividend yields,0.528940995637302,"to care aboutstock splits, so much so that we|0,000.Theanalyst is more bull|a 5%growth in the regular quarterly dividend|5%growth in the regular quarterly dividend to|-looking price-to-earnings ratio of 17|price-to-earnings ratio of 17).|-to-earnings ratio of 17). It|of people seem to care aboutstock splits, so much|people seem to care aboutstock splits, so much so|seem to care aboutstock splits, so much so that|a price-to-earnings ratio of about 6|price-to-earnings ratio of about 67|-to-earnings ratio of about 67,|to the situation as a ""price spiral,"" with rent|the situation as a ""price spiral,"" with rent increases|situation as a ""price spiral,"" with rent increases surpass|as a ""price spiral,"" with rent increases surpassing|.5%dividend yield.The best part of|5%dividend yield.The best part of the|%dividend yield.The best part of the story","led to a broad-based sell-off in artificial intelligence (|to a broad-based sell-off in artificial intelligence (AI|a sharp decline in revenue, and its guidance called for|revenue, and its guidance called for a continued decline in|, and its guidance called for a continued decline in sales|MCmay not be as strong as expected. That,|as traders try to shrug off Powell's hawkish|Federal Open Market Committee meeting in Washington. The Federal Reserve|minutes from the March meeting of its policymakers on|as traders tried to move past Jerome Powell's hawk|tried to move past Jerome Powell's hawkish commentary|Washington, DC, yesterday, materially reduce the chance|es rise as traders try to shrug off Powell's h|shrug off Powell's hawkish commentary': edged|commentary': edged lower on Wednesday, with the|rap', published on 17 April, 2|Jerome) Powell and the FOMC would need to|C would need to consider a 25-basis|Wall Street extends declines', published on 17 April|extends declines', published on 17 April,"
27425,"Stock price declines, specific reference: Boeing (BA), Tesla (TSLA)",0.5501539913613561,"whistleBoeing(BA)shares extended their recent|Boeing(BA)shares extended their recent decline|eing(BA)shares extended their recent decline in|(BA)shares extended their recent decline in early|BA)shares extended their recent decline in early trading|: Tesla(TSLA)shares stumbled badly until|Tesla(TSLA)shares stumbled badly until this|(TSLA)shares stumbled badly until this week|TSLA)shares stumbled badly until this week amid|(NYSE: GL)stock plummeted by|YSE: GL)stock plummeted by more|Airlinesthat caused thatstock to drop ahead of|linesthat caused thatstock to drop ahead of earnings|SE: GL)stock plummeted by more than|: GL)stock plummeted by more than|of mythical ideal called ""price stability,"" aligned with|mythical ideal called ""price stability,"" aligned with an|ical ideal called ""price stability,"" aligned with an equally|LA)shares stumbled badly until this week amid falling|(NYSE: BA)stock isn't a candidate","Continued from the article titled 'Why|. Inpublic remarkson Tuesday, Federal Reserve Chair Powell|that Fed officials will likely keep rates higher for longer unless|Investors have nearly taken the possibility of a June Fed|nearly taken the possibility of a June Fed rate cut off|of a June Fed rate cut off the table, and|a June Fed rate cut off the table, and are|expected at the start of 2024,|Continued from the article titled '|7% to $2,387.2|1.21% to $62,|navigating client portfolios through the current market environment that|folios through the current market environment that includes higher than|the current market environment that includes higher than expected inflation and|quarter peak and now stocks are pulling back. I wouldn|Continued from the article titled|We haven’t bought cash bonds in many quarters. I|haven’t bought cash bonds in many quarters. I am|number of 4% or more will be the trigger|5% from the record high touched in late March"
27428,"Analyst sentiment, specific reference: Fool Stock Advisor",0.47364072042961725,"ley Fool Stock Advisoranalyst team just identified|Fool Stock Advisoranalyst team just identified what|ol Stock Advisoranalyst team just identified what they|Stock Advisoranalyst team just identified what they believe|Advisoranalyst team just identified what they believe are|ley Fool Stock Advisoranalyst team just identified|Fool Stock Advisoranalyst team just identified what|ol Stock Advisoranalyst team just identified what|Stock Advisoranalyst team just identified what|Advisoranalyst team just identified what|ley Fool Stock Advisoranalyst team just identified|Fool Stock Advisoranalyst team just identified what|ol Stock Advisoranalyst team just identified what they|Stock Advisoranalyst team just identified what they believe|Advisoranalyst team just identified what they believe are|of people seem to care aboutstock splits, so much|people seem to care aboutstock splits, so much so|seem to care aboutstock splits, so much so that|to care aboutstock splits, so much so that we|ley Fool Stock Advisoranalyst team just identified","titled 'Why Arm Holdings Stock Took a Dive|it on the chin today after a disappointing earnings report from|Arm was the worst performer of the group as its shares|was the worst performer of the group as its shares finished|worst performer of the group as its shares finished the day|its shares finished the day down 12%, which|.1% drop.Arm shares get spooked|ave soared in recent months, and Arm has been|soared in recent months, and Arm has been among|has been among the winners. The chip designer, known|chip designer, known for highly efficient CPU architecture, has|this morning threw cold water on the sector and led to|cold water on the sector and led to a broad sell|sector, Arm got hit hard on the news.Image source|and the guidance missed analyst estimates.ASML expects revenue|the second half of the year and accelerate in 2|2025, but the update shows that demand|manufacturers likeTSMCmay not be as strong as expected|as expected. That, in turn, could be a|stock soared in February after it promised accelerating revenue growth"
260,"Fed rate cut expectations, specific reference: Fed",0.28820200173209776,"platforms, and aftermarket/OE customers,"" the firm|, and aftermarket/OE customers,"" the firm said|artificial intelligence (AI)stock can skyrocket|ificial intelligence (AI)stock can skyrocket by|intelligence (AI)stock can skyrocket by|thinking there will be two (Fed) cuts,|there will be two (Fed) cuts, to|will be two (Fed) cuts, to one|be two (Fed) cuts, to one then|two (Fed) cuts, to one then to|experts who were fairly confident theFed would make a|who were fairly confident theFed would make a number|were fairly confident theFed would make a number of|fairly confident theFed would make a number of cuts|confident theFed would make a number of cutsdown|into the first-quarter-earnings reports.The analyst|the first-quarter-earnings reports.The analyst says|first-quarter-earnings reports.The analyst says investor|-quarter-earnings reports.The analyst says investor sentiment|organ Stanleyanalysts led by Keith Weiss identifiedMicrosoft","commentary', published on 17 April, 2|need to focus on the fact that rates are sufficiently restrictive|to focus on the fact that rates are sufficiently restrictive,|Millions in Breakup Fees for Ditching|This is a news article titled '|, all downtrodden with solid dividends that no|ends that no one seems to care about. We even|or own low volatility instruments or products with defined outcomes like|. Talk about being embarrassingly wrong yet again.We|about being embarrassingly wrong yet again.We haven’t|This is a news article titled 'Stock correlations tick|as the start of April, lows rarely touched in|Over the past two years, correlation levels have been historically|been historically muted, even lower than what we saw in|charting their own paths, it tends to subdue|Editing by Will Dunham)|This is a news article titled|Continued from the article titled|at year-end.""Belski's research shows that|elski's research shows that, on average, stocks"
